City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
200,Tilichiki,60.4667,166.1,29.17,91,99,4.54,RU,overcast clouds,2021-04-25 21:06:49
201,Lata,40.1629,-8.3327,59.0,89,99,3.38,PT,overcast clouds,2021-04-25 21:06:50
202,Baykit,61.67,96.37,25.54,89,46,6.29,RU,scattered clouds,2021-04-25 21:06:50
203,Gat,31.61,34.7642,73.99,37,0,1.99,IL,clear sky,2021-04-25 21:01:51
204,Khartoum,15.5518,32.5324,95.0,15,2,1.01,SD,clear sky,2021-04-25 21:06:51
205,Quelimane,-17.8786,36.8883,77.0,88,0,5.75,MZ,clear sky,2021-04-25 21:06:51
206,Asyut,27.181,31.1837,86.0,28,0,14.97,EG,clear sky,2021-04-25 21:06:52
207,Kingman,35.1894,-114.053,78.8,10,1,27.63,US,clear sky,2021-04-25 21:04:42
208,Dharmapuri,12.1333,78.1667,77.86,77,10,2.71,IN,clear sky,2021-04-25 21:06:52
209,Port Shepstone,-30.7414,30.455,67.33,84,2,4.56,ZA,clear sky,2021-04-25 21:06:53
210,Kiunga,-6.1219,141.2906,72.1,96,100,1.7,PG,heavy intensity rain,2021-04-25 21:06:53
211,Jacareacanga,-6.2222,-57.7528,78.73,92,95,1.95,BR,overcast clouds,2021-04-25 21:06:53
212,Tura,25.5198,90.2201,76.51,28,2,3.06,IN,clear sky,2021-04-25 21:06:54
213,Adrar,20.5022,-10.0711,87.49,16,35,9.42,MR,scattered clouds,2021-04-25 21:06:54
214,Soyo,-6.1349,12.3689,79.12,85,15,6.73,AO,few clouds,2021-04-25 21:04:15
215,Illertissen,48.2234,10.1035,44.6,49,20,9.22,DE,few clouds,2021-04-25 21:06:55
216,Margate,51.3813,1.3862,46.0,65,30,5.99,GB,scattered clouds,2021-04-25 21:05:55
217,Kruisfontein,-34.0033,24.7314,72.55,37,100,7.27,ZA,overcast clouds,2021-04-25 21:06:55
218,Cobija,-11.0267,-68.7692,89.6,74,75,4.61,BO,broken clouds,2021-04-25 21:06:56
219,Karratha,-20.7377,116.8463,75.47,59,0,7.83,AU,clear sky,2021-04-25 21:06:56
220,Husavik,66.0449,-17.3389,37.4,93,90,14.97,IS,overcast clouds,2021-04-25 21:06:57
221,Dabat,12.9842,37.765,61.29,54,95,2.62,ET,overcast clouds,2021-04-25 21:06:57
222,Ribeira Grande,38.5167,-28.7,62.6,67,20,3.44,PT,few clouds,2021-04-25 21:03:26
223,La Asuncion,11.0333,-63.8628,78.91,75,20,20.45,VE,few clouds,2021-04-25 21:06:58
224,Sarkand,45.41,79.9186,49.84,68,100,5.91,KZ,overcast clouds,2021-04-25 21:06:58
225,Bireun,5.203,96.7009,77.58,83,100,2.91,ID,overcast clouds,2021-04-25 21:06:58
226,Tucano,-10.9631,-38.7867,79.07,71,92,5.46,BR,overcast clouds,2021-04-25 21:06:59
227,Zvishavane,-20.3267,30.0665,63.28,36,0,1.34,ZW,clear sky,2021-04-25 21:06:59
228,Bilma,18.6853,12.9164,91.8,10,5,9.55,NE,clear sky,2021-04-25 21:03:00
229,Chokurdakh,70.6333,147.9167,20.05,94,100,14.09,RU,light snow,2021-04-25 21:07:00
230,Nizhneudinsk,54.9076,99.0276,32.61,81,64,8.43,RU,broken clouds,2021-04-25 21:07:00
231,Jijiga,9.35,42.8,62.51,88,100,6.71,ET,moderate rain,2021-04-25 21:07:01
232,Isangel,-19.55,169.2667,76.64,86,100,13.15,VU,overcast clouds,2021-04-25 21:02:39
233,Sherpur,25.0188,90.0175,80.69,29,3,7.07,BD,clear sky,2021-04-25 21:07:01
234,Tarakan,3.3,117.6333,78.8,94,40,2.3,ID,scattered clouds,2021-04-25 21:07:02
235,Celestun,20.8667,-90.4,84.04,64,44,12.62,MX,scattered clouds,2021-04-25 21:07:02
236,Obo,5.3998,26.4869,67.77,96,93,4.36,CF,overcast clouds,2021-04-25 21:07:03
237,Mujiayingzi,42.1167,118.7833,48.09,50,100,6.78,CN,overcast clouds,2021-04-25 21:07:03
238,Narsaq,60.9167,-46.05,50.0,32,75,25.32,GL,broken clouds,2021-04-25 21:02:55
239,Faya,18.3851,42.4509,62.6,72,40,10.45,SA,light rain,2021-04-25 21:07:04
240,Chipinge,-20.1883,32.6236,61.56,54,0,4.23,ZW,clear sky,2021-04-25 21:07:04
241,Whitecourt,54.1502,-115.6855,44.6,23,20,4.61,CA,few clouds,2021-04-25 21:04:56
242,Ankazoabo,-22.2833,44.5167,69.3,79,29,4.18,MG,scattered clouds,2021-04-25 21:07:04
243,Vila Franca Do Campo,37.7167,-25.4333,59.0,77,75,12.66,PT,broken clouds,2021-04-25 21:06:06
244,Njeru,0.4186,33.1731,64.11,85,100,2.28,UG,overcast clouds,2021-04-25 21:07:05
245,San Matias,-16.3667,-58.4,69.51,96,100,5.48,BO,overcast clouds,2021-04-25 21:07:06
