City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
219,Ribeira Grande,38.5167,-28.7,62.6,67,20,3.44,PT,few clouds,2021-04-25 21:20:50
220,Turan,16.0678,108.2208,80.6,89,40,3.44,VN,mist,2021-04-25 21:25:38
221,Nombre De Dios,23.85,-104.2333,86.0,8,20,4.61,MX,few clouds,2021-04-25 21:25:38
222,Kroya,-7.6331,109.2461,77.09,83,49,1.03,ID,scattered clouds,2021-04-25 21:25:39
223,Leningradskiy,69.3833,178.4167,23.09,85,100,2.33,RU,overcast clouds,2021-04-25 21:25:39
224,Saint Anthony,45.0205,-93.218,43.0,60,90,11.5,US,overcast clouds,2021-04-25 21:25:40
225,Elbistan,38.2059,37.1983,65.7,44,100,3.06,TR,overcast clouds,2021-04-25 21:25:40
226,Punta Alta,-38.8759,-62.0736,62.35,58,3,6.78,AR,clear sky,2021-04-25 21:25:41
227,Soyo,-6.1349,12.3689,79.12,85,15,6.73,AO,few clouds,2021-04-25 21:25:41
228,Saskylakh,71.9167,114.0833,18.72,94,100,19.42,RU,light snow,2021-04-25 21:25:42
229,Makakilo City,21.3469,-158.0858,82.4,51,90,11.5,US,overcast clouds,2021-04-25 21:25:42
230,La Ronge,55.1001,-105.2842,37.4,48,100,12.66,CA,overcast clouds,2021-04-25 21:25:43
231,Mogadishu,2.0371,45.3438,83.07,75,98,12.1,SO,overcast clouds,2021-04-25 21:25:25
232,Conde,-7.2597,-34.9075,78.8,89,0,9.22,BR,clear sky,2021-04-25 21:25:43
233,San Quintin,30.4833,-115.95,64.11,63,42,18.01,MX,scattered clouds,2021-04-25 21:21:22
234,Eureka,40.8021,-124.1637,55.0,82,75,9.22,US,broken clouds,2021-04-25 21:25:44
235,Tazovskiy,67.4667,78.7,7.14,94,46,8.21,RU,scattered clouds,2021-04-25 21:25:44
236,Clinton,42.587,-82.9199,55.0,40,20,11.5,US,few clouds,2021-04-25 21:25:45
237,Henderson,36.0397,-114.9819,80.6,7,1,26.46,US,clear sky,2021-04-25 21:22:56
238,Birao,10.2849,22.7882,76.17,67,97,8.59,CF,overcast clouds,2021-04-25 21:25:45
239,Russkaya Polyana,49.417,31.9201,43.83,88,84,5.39,UA,broken clouds,2021-04-25 21:25:46
240,Namibe,-15.1961,12.1522,78.22,66,1,10.04,AO,clear sky,2021-04-25 21:21:06
241,Hasaki,35.7333,140.8333,46.4,46,20,13.8,JP,few clouds,2021-04-25 21:25:46
242,Longyearbyen,78.2186,15.6401,19.4,58,40,11.5,SJ,scattered clouds,2021-04-25 21:25:47
243,Kahului,20.8947,-156.47,82.4,61,40,24.16,US,scattered clouds,2021-04-25 21:25:47
244,Dalby,-27.1833,151.2667,48.2,93,0,4.61,AU,clear sky,2021-04-25 21:25:48
